epoch,batch,avg_loss_group:0,exp_avg_loss_group:0,avg_acc_group:0,processed_data_count_group:0,update_data_count_group:0,update_batch_count_group:0,avg_loss_group:1,exp_avg_loss_group:1,avg_acc_group:1,processed_data_count_group:1,update_data_count_group:1,update_batch_count_group:1,avg_loss_group:2,exp_avg_loss_group:2,avg_acc_group:2,processed_data_count_group:2,update_data_count_group:2,update_batch_count_group:2,avg_loss_group:3,exp_avg_loss_group:3,avg_acc_group:3,processed_data_count_group:3,update_data_count_group:3,update_batch_count_group:3,avg_actual_loss,avg_per_sample_loss,avg_acc,model_norm_sq,reg_loss
0,49,3.3559651374816895,0.9972817301750183,0.49504953622817993,101.0,101.0,44.0,3.6656367778778076,1.9342283010482788,0.4984971582889557,2329.0,2329.0,50.0,2.583606004714966,1.534140944480896,0.5004709362983704,2124.0,2124.0,50.0,2.582566976547241,1.7181675434112549,0.495124489068985,1846.0,1846.0,50.0,2.989252805709839,2.989252805709839,0.49812498688697815,211027.59375,10.5513796875
0,99,0.9756537079811096,0.7474284768104553,0.4886363744735718,88.0,88.0,44.0,1.1949617862701416,1.2537586688995361,0.5090596079826355,2318.0,2318.0,50.0,1.0454578399658203,0.8119460344314575,0.5048143267631531,2181.0,2181.0,50.0,0.9508492350578308,1.0147171020507812,0.5195809602737427,1813.0,1813.0,50.0,1.0718457698822021,1.0718456506729126,0.510312557220459,212090.25,10.6045125
0,149,0.7286848425865173,0.7485885620117188,0.406593382358551,91.0,91.0,44.0,0.8224415183067322,0.8151760101318359,0.5181817412376404,2310.0,2310.0,50.0,0.818461000919342,0.7838771939277649,0.506056547164917,2229.0,2229.0,50.0,0.8291718363761902,0.774675726890564,0.507344663143158,1770.0,1770.0,50.0,0.8215833306312561,0.8215835094451904,0.5093749761581421,210005.0,10.500250000000001
0,199,0.7037637829780579,0.6689532399177551,0.45098036527633667,102.0,102.0,43.0,0.7496662735939026,0.7093254327774048,0.5305325984954834,2309.0,2309.0,50.0,0.7481133937835693,0.7298436164855957,0.53721684217453,2163.0,2163.0,50.0,0.6942711472511292,0.696516215801239,0.537787675857544,1826.0,1826.0,50.0,0.7326050996780396,0.7326049208641052,0.5335937738418579,207923.9375,10.396196875000001
0,228,0.6933150291442871,0.6637749075889587,0.5423729419708252,59.0,59.0,27.0,0.7140067219734192,0.6981716752052307,0.5659574866294861,1410.0,1410.0,29.0,0.6997178196907043,0.6890419721603394,0.5520065426826477,1221.0,1221.0,29.0,0.6781786680221558,0.6777161359786987,0.5623130202293396,1003.0,1003.0,29.0,0.6990594267845154,0.6992211937904358,0.5599783658981323,206723.046875,10.336152343750001
1,49,0.7048304677009583,0.662559986114502,0.5054944753646851,91.0,91.0,40.0,0.6915671229362488,0.6875985264778137,0.5615087747573853,2333.0,2333.0,50.0,0.6816989183425903,0.6789356470108032,0.5817083716392517,2154.0,2154.0,50.0,0.6908827424049377,0.7002938985824585,0.5515915751457214,1822.0,1822.0,50.0,0.6882395148277283,0.688239574432373,0.5646874308586121,204667.609375,10.233380468750001
1,99,0.6936668157577515,0.678200900554657,0.5304349064826965,115.0,115.0,47.0,0.6782123446464539,0.676001787185669,0.591205894947052,2297.0,2297.0,50.0,0.6766218543052673,0.6900507807731628,0.5994647741317749,2242.0,2242.0,50.0,0.6874215006828308,0.6831701993942261,0.5910654067993164,1746.0,1746.0,50.0,0.68044513463974,0.6804451942443848,0.5929688215255737,202631.875,10.13159375
1,149,0.632197916507721,0.6126912832260132,0.6086957454681396,92.0,92.0,45.0,0.6779481768608093,0.6654245853424072,0.5952481627464294,2357.0,2357.0,50.0,0.664139449596405,0.6542794108390808,0.5983918905258179,2114.0,2114.0,50.0,0.6684215068817139,0.6517398357391357,0.6047905087471008,1837.0,1837.0,50.0,0.669995129108429,0.6699948906898499,0.5992188453674316,200616.25,10.0308125
1,199,0.7049410939216614,0.7330380082130432,0.546511709690094,86.0,86.0,43.0,0.6672793030738831,0.6773676872253418,0.6236048936843872,2330.0,2330.0,50.0,0.6658697128295898,0.6804069876670837,0.606978714466095,2178.0,2178.0,50.0,0.6634456515312195,0.6471038460731506,0.6201549172401428,1806.0,1806.0,50.0,0.66622394323349,0.6662238836288452,0.615937352180481,198621.109375,9.931055468750001
1,228,0.6981257200241089,0.6904202699661255,0.5087720155715942,57.0,57.0,27.0,0.6447202563285828,0.6486433148384094,0.651949942111969,1359.0,1359.0,29.0,0.6504522562026978,0.6540125608444214,0.6317072510719299,1230.0,1230.0,29.0,0.6464441418647766,0.6502131223678589,0.6418339014053345,1047.0,1047.0,29.0,0.6479424238204956,0.6479424238204956,0.6401299238204956,197473.34375,9.8736671875
2,49,0.6514912247657776,0.6581128239631653,0.6627905368804932,86.0,86.0,40.0,0.6572494506835938,0.6509597301483154,0.6168748140335083,2323.0,2323.0,50.0,0.6457780003547668,0.6491166353225708,0.6454711556434631,2186.0,2186.0,50.0,0.6519461274147034,0.6593545079231262,0.6238225698471069,1805.0,1805.0,50.0,0.6517581939697266,0.6517581343650818,0.6292187571525574,195509.375,9.77546875
2,99,0.6551451683044434,0.6058603525161743,0.5841583609580994,101.0,101.0,40.0,0.6513960361480713,0.6336187124252319,0.6160283088684082,2271.0,2271.0,50.0,0.6455889344215393,0.66142737865448,0.6269406676292419,2190.0,2190.0,50.0,0.6413041353225708,0.6420631408691406,0.6452665328979492,1838.0,1838.0,50.0,0.6465699076652527,0.6465697884559631,0.6276562809944153,193566.25,9.6783125
2,149,0.6367785334587097,0.6701536178588867,0.59375,96.0,96.0,41.0,0.6396405100822449,0.6454599499702454,0.655319094657898,2350.0,2350.0,50.0,0.63459312915802,0.6220399737358093,0.6593043804168701,2128.0,2128.0,50.0,0.6330758929252625,0.6294392943382263,0.6462212204933167,1826.0,1826.0,50.0,0.6360464096069336,0.6360463500022888,0.6531249284744263,191641.21875,9.5820609375
2,199,0.6437428593635559,0.7306127548217773,0.6699999570846558,100.0,100.0,48.0,0.6372830271720886,0.6411593556404114,0.6402541995048523,2360.0,2360.0,50.0,0.6461381912231445,0.6412314772605896,0.6323394179344177,2146.0,2146.0,50.0,0.6552973389625549,0.6657868027687073,0.6354515552520752,1794.0,1794.0,50.0,0.6454027891159058,0.6454028487205505,0.6367188692092896,189735.546875,9.486777343750001
2,228,0.6433814167976379,0.6399847865104675,0.6206896901130676,58.0,58.0,27.0,0.6508916020393372,0.6471167802810669,0.6311953663825989,1372.0,1372.0,29.0,0.6413350105285645,0.6427967548370361,0.6593060493469238,1268.0,1268.0,29.0,0.6221718788146973,0.6182580590248108,0.6633164286613464,995.0,995.0,29.0,0.6394830942153931,0.6397544741630554,0.649336576461792,188639.203125,9.43196015625
3,49,0.6263115406036377,0.5805957913398743,0.6315790414810181,76.0,76.0,41.0,0.6282434463500977,0.6202890872955322,0.6621620059013367,2294.0,2294.0,50.0,0.6212167143821716,0.6232998371124268,0.6554357409477234,2226.0,2226.0,50.0,0.6229597926139832,0.6122967600822449,0.6524391174316406,1804.0,1804.0,50.0,0.6242871880531311,0.6242872476577759,0.6567187309265137,186763.71875,9.3381859375
3,99,0.6546741724014282,0.645092785358429,0.6380952596664429,105.0,105.0,48.0,0.6428167223930359,0.6594576835632324,0.631084680557251,2342.0,2342.0,50.0,0.618262767791748,0.6269032955169678,0.6719551682472229,2143.0,2143.0,50.0,0.6307231187820435,0.629121720790863,0.658563494682312,1810.0,1810.0,50.0,0.6313692927360535,0.6313692927360535,0.6526563167572021,184907.40625,9.2453703125
3,149,0.6401779055595398,0.6654539108276367,0.6464647650718689,99.0,99.0,43.0,0.6292070746421814,0.6227441430091858,0.6596658229827881,2333.0,2333.0,50.0,0.63338303565979,0.6066209673881531,0.6463932394981384,2121.0,2121.0,50.0,0.6379854679107666,0.620116114616394,0.6486192941665649,1847.0,1847.0,50.0,0.6332941651344299,0.6332941055297852,0.6518750190734863,183070.5,9.153525
3,199,0.638105034828186,0.5830745100975037,0.5955054759979248,89.0,89.0,42.0,0.6305544972419739,0.6316103339195251,0.6488813161849976,2324.0,2324.0,50.0,0.627254843711853,0.6296976804733276,0.6604290008544922,2191.0,2191.0,50.0,0.6151188015937805,0.6031720042228699,0.667038083076477,1796.0,1796.0,50.0,0.625198245048523,0.6251981854438782,0.6571875810623169,181250.765625,9.062538281250001
3,228,0.5758495926856995,0.5648244023323059,0.7083333730697632,72.0,72.0,26.0,0.6154918074607849,0.6269060969352722,0.6724510788917542,1383.0,1383.0,29.0,0.6241729855537415,0.6303738355636597,0.6620856523513794,1237.0,1237.0,29.0,0.6201452612876892,0.6177763342857361,0.6603397130966187,1001.0,1001.0,29.0,0.6191433072090149,0.6188880801200867,0.6663958430290222,180204.140625,9.010207031250001
4,49,0.6562972068786621,0.5890496373176575,0.6511628031730652,86.0,86.0,44.0,0.6200263500213623,0.5952775478363037,0.6709623336791992,2328.0,2328.0,50.0,0.611870288848877,0.6013708114624023,0.6808804273605347,2181.0,2181.0,50.0,0.6127704977989197,0.6060299873352051,0.6681438684463501,1805.0,1805.0,50.0,0.615687906742096,0.615687906742096,0.6732813119888306,178413.0,8.92065
